,0
生态系统,0.1834749275288875
早期,0.1834749275288875
部落,0.1834749275288875
微薄,0.1834749275288875
资本主义,0.1834749275288875
沮丧,0.1818645139021991
门槛,0.1818645139021991
残酷,0.1818645139021991
发挥,0.1818645139021991
影响力,0.1818645139021991
令人,0.1818645139021991
为啥,0.1805421688213936
清冽,0.18047451343341864
身上,0.18047451343341864
空气,0.18047451343341864
狂风,0.18047451343341864
渐渐,0.18047451343341864
揉捏,0.18047451343341864
身体,0.18047451343341864
轻轻,0.18047451343341864
之外,0.17985057002628232
逃离,0.170099774988354
最低,0.170099774988354
爱意,0.16226845458765038
辛苦,0.16226845458765038
磨破,0.16226845458765038
代代相传,0.16226845458765038
手指头,0.16226845458765038
舒服,0.16226845458765038
感恩,0.16226845458765038
将来,0.16226845458765038
能过,0.16226845458765038
当初,0.16226845458765038
最多,0.16226845458765038
舍不得,0.16226845458765038
能少点,0.16226845458765038
成年,0.16226845458765038
负责,0.16226845458765038
幻想,0.16226845458765038
生涯,0.16226845458765038
视为,0.16226845458765038
收入,0.16226845458765038
综合,0.16162271549842414
有缺,0.16162271549842414
吃吃喝喝,0.16162271549842414
小胡子,0.16162271549842414
局限性,0.16162271549842414
同志,0.16162271549842414
素质,0.16162271549842414
犯错,0.16162271549842414
头羊,0.16162271549842414
圈养,0.16162271549842414
提高,0.16162271549842414
无私,0.16162271549842414
恶魔,0.16162271549842414
肯定,0.16162271549842414
神圣,0.16162271549842414
感到,0.16162271549842414
出圈入,0.16162271549842414
大豆,0.1612306391983546
不考,0.1612306391983546
考研,0.1612306391983546
玉米,0.1612306391983546
shadowing,0.15957872561341147
魔鬼,0.15957872561341147
初学,0.15957872561341147
常速,0.15957872561341147
进阶,0.15957872561341147
慢速,0.15957872561341147
盛世,0.15364249533876442
历史,0.15364249533876442
惯性,0.15364249533876442
诉求,0.15364249533876442
创造,0.1517713765089469
享受,0.1517713765089469
也许,0.15116741000981096
这件,0.15116741000981096
事件,0.15116741000981096
工人,0.14624103293628116
幽灵,0.14624103293628116
消亡,0.14624103293628116
不用,0.14624103293628116
供养,0.14624103293628116
不用说,0.14624103293628116
古代,0.14624103293628116
人民,0.14624103293628116
一批,0.14624103293628116
条约,0.14624103293628116
大部分,0.14624103293628116
喀布尔,0.1425752084742795
基地,0.1425752084742795
年代,0.13858731701827456
并用,0.13858731701827456
科学家,0.13858731701827456
这一,0.13858731701827456
托马斯,0.13858731701827456
速度,0.13858731701827456
字节,0.13858731701827456
估计,0.13858731701827456
容量,0.13858731701827456
数量,0.13858731701827456
词汇量,0.13858731701827456
始终,0.13858731701827456
1g,0.13858731701827456
中习,0.13858731701827456
推断,0.13858731701827456
寿命,0.13858731701827456
测算,0.13858731701827456
储存,0.13858731701827456
世纪,0.13858731701827456
记忆,0.13858731701827456
恒定,0.13858731701827456
基尼系数,0.13856564205754465
流量,0.13856564205754465
西南财大,0.13856564205754465
监管,0.13856564205754465
流动性,0.13856564205754465
劳动力,0.13678076202322334
previous,0.1297171655553902
attention,0.1297171655553902
essay,0.1297171655553902
begin,0.1297171655553902
sth,0.1297171655553902
turn,0.1297171655553902
place,0.1297171655553902
people,0.1297171655553902
argument,0.1297171655553902
re,0.1297171655553902
return,0.1297171655553902
illustrate,0.1297171655553902
emphasizing,0.1297171655553902
words,0.1297171655553902
direct,0.1297171655553902
consequence,0.1297171655553902
worth,0.1297171655553902
amounts,0.1297171655553902
considered,0.1297171655553902
connection,0.1297171655553902
summarizing,0.1297171655553902
referring,0.1297171655553902
listing,0.1297171655553902
thirdly,0.1297171655553902
firstly,0.1297171655553902
short,0.1297171655553902
resume,0.1297171655553902
resuming,0.1297171655553902
noting,0.1297171655553902
stating,0.1297171655553902
respect,0.1297171655553902
illustrating,0.1297171655553902
conclusion,0.1297171655553902
文化,0.11820531081447817
暴力,0.11820531081447817
地理位置,0.11820531081447817
融合,0.11820531081447817
血缘,0.11820531081447817
先是,0.11820531081447817
集团,0.11820531081447817
意味着,0.11820531081447817
类似,0.11820531081447817
东盟,0.11820531081447817
向外,0.11820531081447817
兼并,0.11820531081447817
欧盟,0.11820531081447817
小型,0.1105586589739212
战争,0.1105586589739212
统一,0.1105586589739212
城市,0.1105586589739212
崛起,0.10909676639287907
运输,0.10909676639287907
大幅度,0.10909676639287907
保质期,0.10909676639287907
去年,0.10909676639287907
延误,0.10909676639287907
产业,0.10909676639287907
进口商,0.10909676639287907
通关,0.10909676639287907
首次,0.10909676639287907
种种,0.10909676639287907
风险投资,0.10909676639287907
效率,0.10909676639287907
创新,0.10909676639287907
拿到,0.10909676639287907
大批量,0.10909676639287907
法国,0.10909676639287907
热潮,0.10909676639287907
延长,0.10909676639287907
倒霉,0.10748709279890306
无神论,0.10748709279890306
大灰狼,0.10748709279890306
老师,0.10748709279890306
不好,0.10748709279890306
铁矿,0.10748709279890306
不想,0.10748709279890306
打预防针,0.10748709279890306
打赢,0.10748709279890306
狮子,0.10748709279890306
一派,0.10748709279890306
拘留,0.10748709279890306
小绵羊,0.10748709279890306
读者,0.10748709279890306
怕疼,0.10748709279890306
宗教,0.10570676679268476
太深,0.10570676679268476
面临,0.10570676679268476
发生冲突,0.10570676679268476
只修,0.10570676679268476
不知,0.10570676679268476
宗派,0.10570676679268476
回避,0.10570676679268476
基督教,0.10570676679268476
崇祖,0.10570676679268476
刻意,0.10570676679268476
前人,0.10570676679268476
崇尚,0.10570676679268476
长生,0.10570676679268476
原本,0.10570676679268476
民间,0.10570676679268476
标的,0.10570676679268476
一世,0.10570676679268476
印度教,0.10570676679268476
伊斯兰教,0.10570676679268476
文明,0.10570676679268476
祖宗,0.10570676679268476
烧钱,0.10570676679268476
敬天,0.10570676679268476
解释性,0.10570676679268476
账号,0.10256911665588198
可不可以,0.10256911665588198
深感,0.10256911665588198
消息,0.10256911665588198
我市,0.10256911665588198
截图,0.10256911665588198
行政拘留,0.10256911665588198
不良,0.10256911665588198
网帖,0.10256911665588198
删除,0.10256911665588198
网传,0.10256911665588198
仅仅,0.10256911665588198
此前,0.10256911665588198
网民,0.10256911665588198
试验,0.10256911665588198
借鉴,0.10256911665588198
评论,0.10256911665588198
全国,0.10256911665588198
公众,0.10256911665588198
一名,0.10256911665588198
公安局,0.10256911665588198
共存,0.10256911665588198
显示,0.10256911665588198
依法,0.10256911665588198
十五天,0.10256911665588198
对张,0.10256911665588198
处置,0.10256911665588198
后悔,0.10256911665588198
面积,0.10256911665588198
予以,0.10256911665588198
后期,0.10256911665588198
留言,0.10256911665588198
主动,0.10256911665588198
致歉,0.10256911665588198
用户名,0.10256911665588198
人口,0.10256911665588198
丰城,0.10256911665588198
最早,0.10203934245998804
程序,0.10203934245998804
病毒,0.1005337979737929
小哥,0.09651457144431712
引力,0.09651457144431712
百年,0.09651457144431712
送到,0.09651457144431712
盖饭,0.09651457144431712
天文学家,0.09651457144431712
霍金的,0.09651457144431712
在线,0.09651457144431712
无线连接,0.09651457144431712
斯蒂芬,0.09651457144431712
霍金,0.09651457144431712
导航,0.09651457144431712
欧洲,0.09651457144431712
研究者,0.09651457144431712
下载,0.09651457144431712
一份,0.09651457144431712
打车,0.09651457144431712
难题,0.09651457144431712
柬埔寨,0.09651457144431712
一套,0.09651457144431712
高精度,0.09651457144431712
伊拉克,0.09651457144431712
深空,0.09651457144431712
爱因斯坦,0.09651457144431712
手机,0.09651457144431712
三里屯,0.09651457144431712
现实生活,0.09651457144431712
琢磨,0.09651457144431712
gps,0.09651457144431712
轨道,0.09651457144431712
观测,0.09651457144431712
点餐,0.09651457144431712
鱼香肉丝,0.09651457144431712
外卖,0.09651457144431712
微妙,0.09651457144431712
疫情,0.09593396363900977
英军,0.09505013898285303
分子,0.09505013898285303
撤出,0.09505013898285303
士兵,0.09505013898285303
北约,0.09505013898285303
撤军,0.09505013898285303
美军,0.09505013898285303
丧生,0.09505013898285303
袭击,0.09505013898285303
结束,0.09505013898285303
拉登,0.09505013898285303
发动,0.09505013898285303
为首,0.09505013898285303
宪法,0.09505013898285303
最初,0.0902710844106968
电影,0.0902710844106968
北京,0.0902710844106968
记得,0.09023725671670932
那颗,0.09023725671670932
金色,0.09023725671670932
这辈子,0.09023725671670932
麦丽素,0.09023725671670932
身子,0.09023725671670932
酒店,0.09023725671670932
趴在,0.09023725671670932
那场,0.09023725671670932
那片,0.09023725671670932
舌头,0.09023725671670932
诱惑,0.09023725671670932
闲着,0.09023725671670932
脱掉,0.09023725671670932
贴着,0.09023725671670932
急智,0.09023725671670932
背着,0.09023725671670932
希望,0.09023725671670932
床上,0.09023725671670932
往下,0.09023725671670932
怀里,0.09023725671670932
慢悠悠,0.09023725671670932
我会,0.09023725671670932
我能,0.09023725671670932
抚摩,0.09023725671670932
揽住,0.09023725671670932
摩挲,0.09023725671670932
摸索,0.09023725671670932
山坡,0.09023725671670932
梦里,0.09023725671670932
水管,0.09023725671670932
水豆腐,0.09023725671670932
沉重,0.09023725671670932
沐浴露,0.09023725671670932
没见,0.09023725671670932
洁白,0.09023725671670932
洒下来,0.09023725671670932
洗漱,0.09023725671670932
洗澡,0.09023725671670932
活在,0.09023725671670932
涂完,0.09023725671670932
毛巾,0.09023725671670932
消防员,0.09023725671670932
胸前,0.09023725671670932
太阳,0.09023725671670932
naderioknight2021,0.09023725671670932
一团,0.09023725671670932
一块,0.09023725671670932
一头,0.09023725671670932
上衣,0.09023725671670932
两只,0.09023725671670932
中指,0.09023725671670932
丰腴,0.09023725671670932
乳房,0.09023725671670932
体香,0.09023725671670932
俯下,0.09023725671670932
娇嗔,0.09023725671670932
充实,0.09023725671670932
再混,0.09023725671670932
升腾,0.09023725671670932
卷起,0.09023725671670932
双手,0.09023725671670932
台上,0.09023725671670932
呼出来,0.09023725671670932
咽下去,0.09023725671670932
坐在,0.09023725671670932
塞进,0.09023725671670932
壮成,0.09023725671670932
大火,0.09023725671670932
内裤,0.09023725671670932
深色,0.09023725671670932
鼻子,0.09023725671670932
确切,0.09023725671670932
耳朵,0.09023725671670932
环绕着,0.09023725671670932
白色,0.09023725671670932
灵魂,0.09023725671670932
肌肤,0.09023725671670932
用力,0.09023725671670932
北方,0.08439984653263896
像是,0.08439984653263896
充满,0.08439984653263896
体现,0.08439984653263896
盛行,0.07682124766938221
作用,0.07682124766938221
推动,0.07682124766938221
交流,0.07682124766938221
无序,0.07682124766938221
二战,0.07682124766938221
陷入,0.07682124766938221
拒绝,0.07682124766938221
时代,0.07682124766938221
抵抗,0.07682124766938221
内部,0.07682124766938221
之间,0.07682124766938221
放大,0.07682124766938221
保守,0.07682124766938221
程度,0.07682124766938221
分久必合,0.07682124766938221
组合成,0.07682124766938221
混乱,0.07682124766938221
转换,0.07682124766938221
转向,0.07682124766938221
合久必分,0.07682124766938221
姿态,0.07682124766938221
管束,0.07682124766938221
军阀,0.07682124766938221
完卵,0.07682124766938221
小团体,0.07682124766938221
单边,0.07682124766938221
常说,0.07682124766938221
年内,0.07682124766938221
得不到,0.07682124766938221
意识形态,0.07682124766938221
分崩离析,0.07682124766938221
封闭,0.07682124766938221
中央政府,0.07682124766938221
多边,0.07682124766938221
有序,0.07682124766938221
覆巢之下,0.07682124766938221
裹挟,0.07682124766938221
民族,0.07682124766938221
歌舞升平,0.07682124766938221
民族主义,0.07682124766938221
靠拢,0.07682124766938221
两极化,0.07682124766938221
洪流,0.07682124766938221
两种,0.07682124766938221
三国,0.07682124766938221
激化,0.07682124766938221
桃花源,0.07682124766938221
微信里,0.06928282102877233
造富,0.06928282102877233
猫眼,0.06928282102877233
物种,0.06928282102877233
开心,0.06928282102877233
经济效益,0.06928282102877233
创造者,0.06928282102877233
理所应当,0.06928282102877233
贫富差距,0.06928282102877233
层面,0.06928282102877233
煤气,0.06928282102877233
经济学,0.06928282102877233
电力,0.06928282102877233
双边,0.06928282102877233
身份,0.06928282102877233
宽容,0.06928282102877233
反托拉斯法,0.06928282102877233
高估,0.06928282102877233
名为,0.06928282102877233
后果,0.06928282102877233
灵活,0.06928282102877233
终究,0.06928282102877233
大相径庭,0.06928282102877233
80,0.06928282102877233
单一,0.06928282102877233
谢尔曼,0.06928282102877233
基础设施,0.06928282102877233
享有,0.06928282102877233
正是如此,0.06928282102877233
敏感性,0.06928282102877233
低估,0.06928282102877233
供水,0.06928282102877233
旅游,0.06928282102877233
殊不知,0.06928282102877233
美团,0.06928282102877233
过快,0.06928282102877233
免于,0.06928282102877233
次数,0.06928282102877233
统计局,0.06928282102877233
面对,0.06928282102877233
铸币,0.06928282102877233
腾讯,0.06928282102877233
打工,0.06928282102877233
那种,0.06480094447611788
规模,0.06480094447611788
超过,0.06480094447611788
告诉,0.05374354639945153
反对,0.05374354639945153
临床医学,0.05374354639945153
肖秀荣,0.05374354639945153
发大财,0.05374354639945153
坚强,0.05374354639945153
司机,0.05374354639945153
能治,0.05374354639945153
绊子,0.05374354639945153
隐瞒,0.05374354639945153
严防死守,0.05374354639945153
近代史,0.05374354639945153
高谈阔论,0.05374354639945153
考纲,0.05374354639945153
啥病,0.05374354639945153
考赢,0.05374354639945153
一分钱,0.05374354639945153
出租车,0.05374354639945153
厉害,0.05374354639945153
脊梁,0.05374354639945153
冷库,0.05374354639945153
出题,0.05374354639945153
冤枉,0.05374354639945153
预判,0.05374354639945153
领导,0.05374354639945153
重点,0.05374354639945153
鄙视,0.05374354639945153
上台,0.05374354639945153
别国,0.05374354639945153
制裁,0.05374354639945153
前女友,0.05374354639945153
医术,0.05374354639945153
医科大学,0.05374354639945153
半死不活,0.05374354639945153
下滑,0.05374354639945153
信神,0.05374354639945153
不动,0.05374354639945153
逝世,0.05374354639945153
闷声,0.05374354639945153
出身,0.05374354639945153
原材料,0.05374354639945153
不香,0.05374354639945153
逃生,0.05374354639945153
经得起,0.05374354639945153
中共十一届三中全会,0.05374354639945153
衣食住行,0.05374354639945153
嫡系,0.05374354639945153
没事,0.05374354639945153
小羊,0.05374354639945153
画画,0.05374354639945153
工资,0.05374354639945153
死里,0.05374354639945153
武汉,0.05374354639945153
干嘛,0.05374354639945153
检验,0.05374354639945153
平反昭雪,0.05374354639945153
幸福快乐,0.05374354639945153
李哥,0.05374354639945153
有神论,0.05374354639945153
训诫,0.05374354639945153
晚年,0.05374354639945153
日语系,0.05374354639945153
律师证,0.05374354639945153
讽刺,0.05374354639945153
恢复名誉,0.05374354639945153
无利可图,0.05374354639945153
我家,0.05374354639945153
教育,0.05374354639945153
打嘴炮,0.05374354639945153
打架,0.05374354639945153
抗美援朝,0.05374354639945153
折磨,0.05374354639945153
破事,0.05374354639945153
摧残,0.05374354639945153
富强,0.05374354639945153
学医,0.05374354639945153
推荐,0.05374354639945153
粮食,0.05374354639945153
涨价,0.05374354639945153
浪费,0.05374354639945153
姥爷,0.05374354639945153
大哥,0.05374354639945153
姥姥,0.05374354639945153
浪费时间,0.05374354639945153
十年,0.05026689898689645
选举,0.05026689898689645
伊斯兰,0.047525069491426514
helmand,0.047525069491426514
karzai,0.047525069491426514
爆炸,0.047525069491426514
数千名,0.047525069491426514
五角大楼,0.047525069491426514
kunduz,0.047525069491426514
日期,0.047525069491426514
laden,0.047525069491426514
设施,0.047525069491426514
hamid,0.047525069491426514
消灭,0.047525069491426514
阿伯,0.047525069491426514
攻入,0.047525069491426514
被劫持,0.047525069491426514
防空,0.047525069491426514
作战,0.047525069491426514
盟军,0.047525069491426514
barack,0.047525069491426514
al,0.047525069491426514
abbottabad,0.047525069491426514
摧毁,0.047525069491426514
盟国,0.047525069491426514
bin,0.047525069491426514
时任,0.047525069491426514
有史以来,0.047525069491426514
mohammed,0.047525069491426514
一系列,0.047525069491426514
藏身,0.047525069491426514
万人,0.047525069491426514
颁布,0.047525069491426514
飞机,0.047525069491426514
民航,0.047525069491426514
联盟,0.047525069491426514
海军,0.047525069491426514
死讯,0.047525069491426514
保密,0.047525069491426514
世贸中心,0.047525069491426514
联军,0.047525069491426514
qaeda,0.047525069491426514
两年,0.047525069491426514
osama,0.047525069491426514
首都,0.047525069491426514
首领,0.047525069491426514
omar,0.047525069491426514
盘踞,0.047525069491426514
两架,0.047525069491426514
obama,0.047525069491426514
海豹,0.047525069491426514
议会,0.047525069491426514
一处,0.047525069491426514
最高峰,0.047525069491426514
昆都士,0.047525069491426514
计划,0.047525069491426514
大厦,0.047525069491426514
偏远地区,0.047525069491426514
周年,0.047525069491426514
奥巴马,0.047525069491426514
奥马尔,0.047525069491426514
同意,0.047525069491426514
签署,0.047525069491426514
自杀式,0.047525069491426514
头目,0.047525069491426514
迹象,0.047525069491426514
客机,0.047525069491426514
宾夕法尼亚,0.047525069491426514
导致,0.047525069491426514
逃往,0.047525069491426514
去世,0.047525069491426514
第一位,0.047525069491426514
追捕,0.047525069491426514
和平,0.047525069491426514
终结,0.047525069491426514
哈米德,0.047525069491426514
多处,0.047525069491426514
多国联军,0.047525069491426514
多哈,0.047525069491426514
纽约,0.047525069491426514
增派,0.047525069491426514
大幅,0.047525069491426514
大楼,0.047525069491426514
坠毁,0.047525069491426514
纪念日,0.047525069491426514
大院,0.047525069491426514
轰炸,0.047525069491426514
坎大哈,0.047525069491426514
坍塌,0.047525069491426514
这为,0.047525069491426514
四架,0.047525069491426514
巴基斯坦,0.047525069491426514
美国中情局,0.047525069491426514
卷入,0.047525069491426514
卡塔尔,0.047525069491426514
创始人,0.047525069491426514
重建,0.047525069491426514
穆罕默德,0.047525069491426514
成员,0.047525069491426514
击毙,0.047525069491426514
谈判,0.047525069491426514
恐怖袭击,0.047525069491426514
截止,0.047525069491426514
大会,0.047525069491426514
批准,0.047525069491426514
铺平,0.047525069491426514
抵达,0.047525069491426514
担任,0.047525069491426514
据点,0.047525069491426514
扎伊,0.047525069491426514
空袭,0.047525069491426514
部队,0.047525069491426514
到来,0.047525069491426514
南部,0.047525069491426514
巴德,0.047525069491426514
赫尔曼德,0.047525069491426514
舰队,0.047525069491426514
华盛顿,0.047525069491426514
突袭,0.047525069491426514
道路,0.047525069491426514
贾拉拉巴德,0.047525069491426514
当年,0.047525069491426514
遵守,0.047525069491426514
前往,0.047525069491426514
当日,0.047525069491426514
突击队,0.047525069491426514
很快,0.047525069491426514
部族,0.047525069491426514
卡尔,0.047525069491426514
统治,0.047525069491426514
